ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Customer_Tenure_Days,Web_Conversion_Rate,Income_Group,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Cluster_Name,PCA1,PCA2,Segment
1519,1972,Postgraduate,Alone,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,2,3,73,6,0,557,0.375,Mid-Low,4,1,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.088163117430141,0.6949556963691486,Budget Families
10703,1975,Postgraduate,Alone,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,39,2,3,120,7,0,865,0.375,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.553874408119803,1.124051775586203,Budget Families
1726,1970,Graduate,Alone,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,44,0,1,81,4,1,653,0.1111111111111111,Low,4,1,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.5146619942592559,-1.9610811867697961,Budget Families
4459,1989,Graduate,Alone,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,1,2,37,4,0,731,0.125,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.2514231643191795,-1.040250571410059,Budget Families
1729,1961,Postgraduate,Partner,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,53,1,2,1377,18,0,455,0.5,Mid-High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,1.3101309956802012,-0.07478839169338249,Affluent Loyalists
1517,1969,Graduate,Alone,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,1,2,51,4,0,565,0.14285714285714285,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2165393408491423,-1.0051565607060309,Budget Families
2098,1969,Postgraduate,Partner,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,2,3,17,3,0,722,0.125,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.61252363777946,-0.40182547520125966,Budget Families
9543,1985,Graduate,Partner,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,1,2,22,3,0,412,0.0,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.6413606975893176,-1.1767985896906126,Budget Families
6878,1954,Graduate,Alone,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,60,0,1,324,11,0,749,0.5714285714285714,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.8424973335913676,-0.333905548138254,Budget Families
3310,1973,Undergraduate,Partner,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,3,4,211,9,0,861,0.5,Mid-Low,1,2,2,5,At Risk,3,Cluster 3 - Deal-Seeking Families,-2.002887987046288,3.110273433510466,Deal-Seeking Families
2724,1981,Postgraduate,Alone,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,1,2,19,3,0,276,0.0,Mid-Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.177593305984386,-1.207811670511455,Budget Families
948,1971,Graduate,Alone,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,43,1,2,41,5,0,595,0.2,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.340975209517848,-0.24829593631641197,Budget Families
6720,1968,Postgraduate,Partner,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,46,1,2,492,14,1,441,1.0,Mid-Low,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.44577145646580607,0.5447280221495762,Deal-Seeking Families
6202,1960,Graduate,Partner,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,1,2,1005,22,0,817,2.0,Mid-High,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,1.3095347620168674,0.9803226951401579,Deal-Seeking Families
2066,1949,Graduate,Partner,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,65,1,2,114,6,0,853,0.3333333333333333,Mid-Low,2,1,2,5,At Risk,0,Cluster 0 - Budget Families,-1.6276996105004482,-0.8315105761137257,Budget Families
9799,1968,Postgraduate,Alone,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,46,2,3,1173,16,0,602,0.4,High,2,3,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.4755075144293927,0.7816637935772596,Deal-Seeking Families
8318,1979,Graduate,Partner,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,0,1,1738,19,1,362,5.0,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,3.257261114989269,-1.471424888015456,Affluent Loyalists
5642,1979,Postgraduate,Partner,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,35,1,2,222,10,0,387,0.75,Mid-High,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.720845186661924,-0.24478697682201694,Budget Families
2669,1993,Graduate,Alone,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,0,1,1127,15,0,241,2.5,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.5613732121664687,-0.8740690108528058,Affluent Loyalists
455,1946,Postgraduate,Partner,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,0,1,209,9,0,622,0.6666666666666666,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.5273348857962665,-1.1149915234045618,Budget Families
7683,1968,Postgraduate,Partner,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,1,2,787,20,0,309,1.6666666666666667,High,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,1.0174571166827309,0.7031177901207915,Deal-Seeking Families
3428,1991,Postgraduate,Partner,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,0,1,1598,23,0,451,2.0,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.901483181330838,-0.820466661720392,Affluent Loyalists
7414,1971,Graduate,Partner,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,43,2,3,186,8,0,837,0.375,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.641174453304962,1.1226578113326502,Budget Families
6354,1984,Graduate,Partner,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,30,1,2,47,4,0,852,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.4173899327330215,-0.6431439802802733,Budget Families
798,1987,Graduate,Alone,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,1,2,27,4,0,737,0.14285714285714285,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.3892044911487185,-1.009030373911831,Budget Families
8213,1980,Undergraduate,Partner,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,34,1,2,96,7,0,782,0.2857142857142857,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.9811606690844517,0.33827241722909884,Budget Families
2488,1956,Undergraduate,Alone,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,58,2,3,64,6,0,648,0.3333333333333333,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.218646131261281,0.964065047025053,Budget Families
9999,1965,Graduate,Partner,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,49,0,1,1040,22,0,825,1.8,High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.406051048155919,-0.1263773072866071,Affluent Loyalists
7617,1974,Graduate,Alone,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,40,2,3,163,8,0,503,0.4,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.8095559760644404,1.3854394256764238,Budget Families
615,1960,Graduate,Partner,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,54,0,1,343,10,0,660,0.7142857142857143,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.6764681692709587,-0.9634814650700309,Budget Families
2552,1955,Postgraduate,Alone,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,59,3,4,446,15,1,435,0.8571428571428571,Mid-High,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.2118727292387631,3.981535179574864,Deal-Seeking Families
194,1965,Graduate,Partner,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,49,2,3,41,4,0,205,0.16666666666666666,Mid-Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.233565196079579,-0.3750475313570658,Budget Families
3645,1972,Postgraduate,Alone,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,42,1,2,70,6,0,853,0.25,Low,4,1,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.0806161356591817,-0.08968485639987465,Budget Families
8890,1971,Postgraduate,Alone,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,43,2,3,272,11,0,215,0.8333333333333334,Mid-High,4,2,2,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.6931296683020998,1.0957358909557624,Deal-Seeking Families
5049,1974,Postgraduate,Partner,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,40,1,2,46,5,0,573,0.3333333333333333,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.9486366992213298,-0.7240381278484672,Budget Families
9973,1963,Graduate,Partner,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,51,2,3,490,16,0,805,1.0,Mid-Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.29282597389012666,1.5370957544223829,Deal-Seeking Families
7301,1982,Undergraduate,Alone,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,32,1,2,79,6,0,774,0.375,Low,1,1,2,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.0057953064779084,-0.29289343672563967,Budget Families
10882,1976,Graduate,Partner,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,38,1,2,915,13,0,782,1.0,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.19143669016750778,0.7210636991806199,Deal-Seeking Families
7030,1955,Postgraduate,Partner,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,59,1,2,1485,32,1,641,1.8333333333333333,Mid-High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,4.107774861118459,1.555747338325558,Affluent Loyalists
7422,1987,Graduate,Alone,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,27,1,2,369,13,0,861,0.7142857142857143,Mid-Low,1,3,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-0.5105528792238393,0.5443226523550189,Deal-Seeking Families
3523,1962,Graduate,Partner,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,52,1,2,1073,17,0,707,1.6666666666666667,High,1,3,4,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.2933260090904743,0.22462872742006051,Affluent Loyalists
7106,1943,Postgraduate,Partner,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,71,0,1,1242,18,0,275,3.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.782195004217886,-1.0776056931971718,Affluent Loyalists
6504,1975,Undergraduate,Partner,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,39,1,2,78,6,1,406,0.4,Low,4,1,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.7212613903277403,-0.35407688639051316,Budget Families
5067,1994,Graduate,Partner,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,20,0,1,1378,20,4,320,0.4,High,4,4,4,12,Champions,2,Cluster 2 - VIP Champions,3.705264142977891,-2.2780731548073,VIP Champions
4216,1981,Graduate,Alone,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,33,0,1,1474,25,2,677,2.3333333333333335,High,3,4,4,11,Champions,2,Cluster 2 - VIP Champions,4.457019228109325,-0.8900123804242608,VIP Champions
8581,1971,Postgraduate,Partner,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,43,2,3,751,20,0,666,1.25,Mid-Low,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,0.5212337446370913,4.295931967247087,Deal-Seeking Families
5929,1973,Postgraduate,Partner,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,41,1,2,48,5,0,239,0.2857142857142857,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.9358196559795193,-0.49972497145678374,Budget Families
3129,1983,Graduate,Partner,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,1,2,45,5,0,223,0.3333333333333333,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.068099131040432,-0.8612438663215726,Budget Families
6528,1982,Postgraduate,Partner,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,32,1,2,10,3,0,209,0.125,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.5655372624232884,-1.032390453561379,Budget Families
1361,1974,Postgraduate,Partner,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,40,0,1,1435,15,2,575,3.0,High,3,3,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,2.4511880504830295,-1.7342756944866635,VIP Champions
6932,1941,Postgraduate,Partner,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,73,0,1,2119,22,1,627,3.5,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,4.602341342557588,-1.0975546158422358,Affluent Loyalists
7284,1953,Graduate,Partner,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,61,3,4,20,3,0,392,0.125,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.661050842812965,0.23212630975140125,Budget Families
1340,1986,Graduate,Partner,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,28,0,1,1795,26,3,251,6.0,High,3,4,4,11,Champions,2,Cluster 2 - VIP Champions,4.764480509074343,-1.2796492377390098,VIP Champions
8746,1989,Graduate,Partner,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,25,1,2,1188,17,2,270,0.3333333333333333,High,3,3,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,1.899086388103532,-0.7729691848184328,VIP Champions
5987,1989,Undergraduate,Partner,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,1,2,43,5,0,241,0.2,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.6008481419506624,-0.60791130859472,Budget Families
3767,1968,Graduate,Partner,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,46,1,2,1008,22,0,615,1.6666666666666667,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,1.4055451460922432,0.34172284387271085,Affluent Loyalists
3725,1961,Postgraduate,Alone,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,53,0,1,1688,15,4,601,0.5,High,4,3,4,11,Champions,2,Cluster 2 - VIP Champions,3.294164457072223,-2.43877874238465,VIP Champions
4324,1989,Graduate,Partner,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,25,1,2,684,16,0,793,1.0,Mid-Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.1285732813225664,1.771210783994973,Deal-Seeking Families
238,1967,Undergraduate,Partner,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,47,2,3,1082,24,0,707,1.2857142857142858,Mid-High,1,4,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.7534587883778843,6.506528620805152,Deal-Seeking Families
6694,1964,Graduate,Partner,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,50,1,2,1068,24,0,401,2.0,High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,1.9438532938264719,0.4589911285138529,Affluent Loyalists
498,1970,Graduate,Alone,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,44,1,2,57,5,0,332,0.2,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.193067801437689,-0.6316560447176404,Budget Families
9347,1956,Postgraduate,Partner,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,1,2,46,4,0,558,0.2,Mid-Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-1.815902348787823,-1.036968475253121,Budget Families
9699,1966,Graduate,Alone,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,48,1,2,733,20,0,375,1.2,Mid-High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,0.8664282271480928,0.8217436517887164,Deal-Seeking Families
10664,1949,Postgraduate,Alone,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,65,1,2,467,15,0,480,1.125,Mid-High,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.24907765735088505,0.7563547864697677,Deal-Seeking Families
5455,1971,Postgraduate,Partner,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,43,1,2,122,7,0,496,0.2857142857142857,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.7261536286366677,-0.03657989241015044,Budget Families
456,1986,Undergraduate,Partner,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,28,1,2,36,5,0,692,0.25,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.5429132791068785,-0.44322163447154683,Budget Families
5012,1989,Graduate,Partner,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,1,2,34,4,0,545,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2790208096194977,-1.0194663723991682,Budget Families
7495,1948,Postgraduate,Partner,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,66,1,2,156,8,0,376,0.5,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.128311260042077,-0.4053505474763337,Budget Families
5029,1946,Graduate,Partner,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,68,0,1,14,3,0,512,0.0,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.341210249496901,-1.8597959620254558,Budget Families
10642,1989,Graduate,Alone,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,1,2,37,4,0,731,0.125,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.2514231643191795,-1.040250571410059,Budget Families
2106,1974,Undergraduate,Partner,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,0,1,34,4,0,289,0.125,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.0921902438842435,-1.6516549717131077,Budget Families
10364,1959,Graduate,Alone,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,55,0,1,20,3,0,536,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.10541178534799,-1.6943353932365872,Budget Families
5954,1972,Postgraduate,Alone,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,42,1,2,192,9,0,448,0.625,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.1095350712097192,0.06926510110181482,Budget Families
1137,1964,Graduate,Alone,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,50,0,1,1379,16,2,367,4.0,High,1,3,4,8,Potential Loyalists,2,Cluster 2 - VIP Champions,2.7120373920679315,-1.5337580636162642,VIP Champions
2541,1976,Graduate,Partner,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,1,2,48,5,0,570,0.25,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.2105613346536437,-0.4946836228663932,Budget Families
1142,1953,Postgraduate,Partner,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,61,1,2,428,14,0,374,1.0,Mid-High,1,3,3,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.29461475874561877,-0.09528145266276569,Budget Families
2276,1955,Graduate,Alone,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,59,1,2,868,22,0,608,1.3333333333333333,Mid-High,2,4,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.3615174748216852,1.3557558942964365,Deal-Seeking Families
2807,1969,Graduate,Partner,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,45,1,2,1001,24,0,683,1.1428571428571428,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.3360106964978327,1.2044791419442047,Affluent Loyalists
6471,1971,Postgraduate,Alone,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,43,1,2,59,6,0,440,0.4,Mid-Low,4,2,1,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.8713211214729046,-0.8425805630925703,Budget Families
6131,1980,Undergraduate,Partner,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,34,2,3,431,14,0,395,1.3333333333333333,High,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.22314416427209927,0.6929870973892933,Deal-Seeking Families
6233,1976,Graduate,Partner,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,38,1,2,971,24,0,845,1.2857142857142858,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.0466987023756635,1.351195919044205,Affluent Loyalists
4148,1972,Graduate,Partner,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,42,3,4,348,12,0,863,0.625,Mid-Low,1,2,2,5,At Risk,3,Cluster 3 - Deal-Seeking Families,-1.5282716073056628,3.329344953754799,Deal-Seeking Families
4947,1966,Undergraduate,Alone,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,48,0,1,2059,23,2,837,1.75,High,3,4,4,11,Champions,2,Cluster 2 - VIP Champions,4.461597973971694,-0.9660278316656078,VIP Champions
3225,1984,Postgraduate,Partner,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,30,1,2,265,10,1,639,0.6666666666666666,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.6477450607454981,0.4190705762803902,Budget Families
7540,1952,Graduate,Partner,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,62,1,2,270,11,0,220,1.0,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.9777885813432459,-0.3292212523209353,Budget Families
10648,1982,Undergraduate,Partner,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,32,0,1,1289,18,0,827,1.6666666666666667,Mid-High,1,3,4,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.1458368225998883,-0.7919968989261386,Affluent Loyalists
1992,1964,Graduate,Partner,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,50,1,2,893,12,1,364,0.2857142857142857,Mid-High,4,2,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.2307028704488766,0.11615177321021601,Deal-Seeking Families
7851,1949,Graduate,Alone,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,65,0,1,926,21,0,465,3.0,High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.8970275291851817,-0.9822114724349195,Affluent Loyalists
8594,1958,Postgraduate,Alone,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,56,1,2,135,7,0,337,0.5,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.2162554953968963,-0.3089248639205906,Budget Families
